Area,"CO2 (Kt)",Sector,Date
Marseille,1.697489,Aviation,2024-11
Melbourne,43.562863,Aviation,2024-11
"Mexico City",28.752023,Aviation,2024-11
Miami,190.563309,Aviation,2024-11
Milan,16.725052,Aviation,2024-11
Moscow,42.890102,Aviation,2024-11
Munich,4.071629,Aviation,2024-11
Nanjing,52.605384,Aviation,2024-11
"New Delhi",91.529741,Aviation,2024-11
"New York",394.881072,Aviation,2024-11
Nice,2.289059,Aviation,2024-11
Osaka,63.677491,Aviation,2024-11
Oslo,3.455414,Aviation,2024-11
Paris,72.875994,Aviation,2024-11
Qingdao,60.283133,Aviation,2024-11
Rome,35.395954,Aviation,2024-11
"San Francisco",138.913476,Aviation,2024-11
Santiago,52.001161,Aviation,2024-11
Seattle,146.485512,Aviation,2024-11
Seoul,55.447539,Aviation,2024-11
Shanghai,213.720932,Aviation,2024-11
Stockholm,9.158900,Aviation,2024-11
Sydney,63.210066,Aviation,2024-11
Tokyo,174.713152,Aviation,2024-11
Total,4672.371511,Aviation,2024-11
Washington,245.221517,Aviation,2024-11
Amsterdam,179.452696,"Ground Transport",2024-11
Bangkok,555.788075,"Ground Transport",2024-11
Barcelona,102.821680,"Ground Transport",2024-11
Beijing,1553.656175,"Ground Transport",2024-11
Berlin,148.443318,"Ground Transport",2024-11
Bogota,209.586188,"Ground Transport",2024-11
"Cape Town",175.993590,"Ground Transport",2024-11
Chengdu,483.887769,"Ground Transport",2024-11
Chicago,943.248521,"Ground Transport",2024-11
Chongqing,1113.213557,"Ground Transport",2024-11
Copenhagen,63.542099,"Ground Transport",2024-11
Hangzhou,715.217394,"Ground Transport",2024-11
Helsinki,79.862491,"Ground Transport",2024-11
Houston,653.053328,"Ground Transport",2024-11
Istanbul,451.447517,"Ground Transport",2024-11
Jinan,282.915594,"Ground Transport",2024-11
London,598.006067,"Ground Transport",2024-11
"Los Angeles",1969.979644,"Ground Transport",2024-11
Lyon,26.209145,"Ground Transport",2024-11
Madrid,301.571479,"Ground Transport",2024-11
Marseille,23.778841,"Ground Transport",2024-11
Melbourne,439.567416,"Ground Transport",2024-11
"Mexico City",618.142639,"Ground Transport",2024-11
Miami,541.230680,"Ground Transport",2024-11
Milan,49.923953,"Ground Transport",2024-11
Moscow,186.184454,"Ground Transport",2024-11
Munich,54.037647,"Ground Transport",2024-11
Nanjing,573.239981,"Ground Transport",2024-11
"New Delhi",139.060564,"Ground Transport",2024-11
"New York",1252.219306,"Ground Transport",2024-11
Nice,14.419646,"Ground Transport",2024-11
Osaka,581.100848,"Ground Transport",2024-11
Oslo,12.141494,"Ground Transport",2024-11
Paris,300.448759,"Ground Transport",2024-11
Qingdao,431.210225,"Ground Transport",2024-11
Rome,154.703844,"Ground Transport",2024-11
"San Francisco",567.523797,"Ground Transport",2024-11
Santiago,327.359946,"Ground Transport",2024-11
Seattle,553.064271,"Ground Transport",2024-11
Seoul,941.750706,"Ground Transport",2024-11
Shanghai,1393.335292,"Ground Transport",2024-11
Stockholm,45.495932,"Ground Transport",2024-11
Sydney,316.545263,"Ground Transport",2024-11
Tokyo,942.667131,"Ground Transport",2024-11
Total,21836.928024,"Ground Transport",2024-11
Washington,769.879040,"Ground Transport",2024-11
Amsterdam,590.451298,Industry,2024-11
Bangkok,872.902140,Industry,2024-11
Barcelona,232.732631,Industry,2024-11
Beijing,6777.576303,Industry,2024-11
Berlin,220.735333,Industry,2024-11
Bogota,201.737080,Industry,2024-11
"Cape Town",773.681096,Industry,2024-11
Chengdu,4235.101167,Industry,2024-11
Chicago,3567.324148,Industry,2024-11
Chongqing,4850.626020,Industry,2024-11
Copenhagen,91.449342,Industry,2024-11
Hangzhou,3115.410027,Industry,2024-11
Helsinki,114.107218,Industry,2024-11
Houston,1947.397996,Industry,2024-11
Istanbul,764.115355,Industry,2024-11
Jinan,1770.491779,Industry,2024-11
London,624.362410,Industry,2024-11
"Los Angeles",3983.373109,Industry,2024-11
Lyon,45.106507,Industry,2024-11
Madrid,353.779900,Industry,2024-11
Marseille,46.212750,Industry,2024-11
Melbourne,817.886651,Industry,2024-11
"Mexico City",1157.950413,Industry,2024-11
Miami,1025.996650,Industry,2024-11
Milan,58.541712,Industry,2024-11
Moscow,878.673825,Industry,2024-11
Munich,79.605566,Industry,2024-11
Nanjing,4446.104081,Industry,2024-11
"New Delhi",412.427228,Industry,2024-11
"New York",2980.956690,Industry,2024-11
Nice,27.314975,Industry,2024-11
Osaka,2122.152127,Industry,2024-11
Oslo,224.398669,Industry,2024-11
Paris,511.300642,Industry,2024-11
Qingdao,1249.112064,Industry,2024-11
Rome,152.727729,Industry,2024-11
"San Francisco",1422.308241,Industry,2024-11
Santiago,320.995417,Industry,2024-11
Seattle,660.226073,Industry,2024-11
Seoul,2455.911353,Industry,2024-11
Shanghai,28713.771193,Industry,2024-11
Stockholm,69.039304,Industry,2024-11
Sydney,834.362455,Industry,2024-11
Tokyo,4107.989910,Industry,2024-11
Total,91092.717595,Industry,2024-11
Washington,1184.291027,Industry,2024-11
Amsterdam,26.470055,Power,2024-11
Bangkok,7.025364,Power,2024-11
Barcelona,92.515530,Power,2024-11
Beijing,2363.476625,Power,2024-11
Berlin,324.770930,Power,2024-11
Bogota,1.009849,Power,2024-11
"Cape Town",0.074521,Power,2024-11
Chengdu,839.595640,Power,2024-11
Chicago,1411.522287,Power,2024-11
Chongqing,5085.663486,Power,2024-11
Copenhagen,20.747109,Power,2024-11
Hangzhou,605.120835,Power,2024-11
Helsinki,177.256341,Power,2024-11
Houston,1866.538400,Power,2024-11
Istanbul,79.571081,Power,2024-11
Jinan,3453.181870,Power,2024-11
London,138.093221,Power,2024-11
"Los Angeles",1151.145220,Power,2024-11
Lyon,8.526063,Power,2024-11
Madrid,6.980918,Power,2024-11
Marseille,0.000000,Power,2024-11
Melbourne,80.131496,Power,2024-11
"Mexico City",591.631080,Power,2024-11
Miami,397.828402,Power,2024-11
Milan,86.424211,Power,2024-11
Moscow,4245.978045,Power,2024-11
Munich,236.429347,Power,2024-11
Nanjing,2876.981294,Power,2024-11
"New Delhi",369.008791,Power,2024-11
"New York",1981.206717,Power,2024-11
Nice,0.000000,Power,2024-11
Osaka,1957.817728,Power,2024-11
Oslo,0.562239,Power,2024-11
Paris,57.184038,Power,2024-11
Qingdao,217.554722,Power,2024-11
Rome,12.797284,Power,2024-11
"San Francisco",654.175185,Power,2024-11
Santiago,77.402070,Power,2024-11
Seattle,48.069871,Power,2024-11
Seoul,2910.188810,Power,2024-11
Shanghai,3309.266129,Power,2024-11
Stockholm,6.446908,Power,2024-11
Sydney,62.449910,Power,2024-11
Tokyo,6812.292351,Power,2024-11
Total,44759.003150,Power,2024-11
Washington,107.891202,Power,2024-11
Amsterdam,345.287483,Residential,2024-11
Bangkok,34.553574,Residential,2024-11
Barcelona,208.079192,Residential,2024-11
Beijing,1134.220674,Residential,2024-11
Berlin,789.504531,Residential,2024-11
Bogota,98.760618,Residential,2024-11
"Cape Town",92.352597,Residential,2024-11
Chengdu,733.909588,Residential,2024-11
Chicago,1584.683804,Residential,2024-11
Chongqing,1538.667373,Residential,2024-11
Copenhagen,70.651460,Residential,2024-11
Hangzhou,477.071778,Residential,2024-11
Helsinki,69.526437,Residential,2024-11
Houston,932.107376,Residential,2024-11
Istanbul,1068.229536,Residential,2024-11
Jinan,358.770486,Residential,2024-11
London,1454.614427,Residential,2024-11
"Los Angeles",3116.833041,Residential,2024-11
Lyon,123.863903,Residential,2024-11
Madrid,350.820870,Residential,2024-11
Marseille,101.513822,Residential,2024-11
Melbourne,146.615059,Residential,2024-11
"Mexico City",149.777600,Residential,2024-11
Miami,975.089430,Residential,2024-11
Milan,179.801462,Residential,2024-11
Moscow,1578.729652,Residential,2024-11
Munich,288.480837,Residential,2024-11
Nanjing,441.587186,Residential,2024-11
"New Delhi",127.955921,Residential,2024-11
"New York",2654.290467,Residential,2024-11
Nice,28.308633,Residential,2024-11
Osaka,1288.874040,Residential,2024-11
Oslo,14.517304,Residential,2024-11
Paris,1369.385267,Residential,2024-11
Qingdao,348.217929,Residential,2024-11
Rome,382.983024,Residential,2024-11
"San Francisco",999.115151,Residential,2024-11
Santiago,167.829088,Residential,2024-11
Seattle,582.891320,Residential,2024-11
Seoul,3092.809610,Residential,2024-11
Shanghai,1244.590212,Residential,2024-11
Stockholm,16.791816,Residential,2024-11
Sydney,147.858051,Residential,2024-11
Tokyo,2758.816069,Residential,2024-11
Total,34805.042158,Residential,2024-11
Washington,1135.704479,Residential,2024-11
Amsterdam,1248.060613,Total,2024-11
Bangkok,1507.164592,Total,2024-11
Barcelona,656.353803,Total,2024-11
Beijing,12109.496226,Total,2024-11
Berlin,1529.244018,Total,2024-11
Bogota,542.773738,Total,2024-11
"Cape Town",1080.363351,Total,2024-11
Chengdu,6442.324179,Total,2024-11
Chicago,7900.729113,Total,2024-11
Chongqing,12764.028425,Total,2024-11
Copenhagen,252.896234,Total,2024-11
Hangzhou,5011.020993,Total,2024-11
Helsinki,446.151749,Total,2024-11
Houston,5555.170761,Total,2024-11
Istanbul,2439.034570,Total,2024-11
Jinan,5914.265691,Total,2024-11
London,3048.873565,Total,2024-11
"Los Angeles",10655.902737,Total,2024-11
Lyon,204.598536,Total,2024-11
Madrid,1141.941918,Total,2024-11
Marseille,173.202899,Total,2024-11
Melbourne,1527.763489,Total,2024-11
"Mexico City",2546.253749,Total,2024-11
Miami,3130.708467,Total,2024-11
Milan,391.416392,Total,2024-11
Moscow,6932.456072,Total,2024-11
Munich,662.625036,Total,2024-11
Nanjing,8390.517929,Total,2024-11
"New Delhi",1139.982246,Total,2024-11
"New York",9263.554255,Total,2024-11
Nice,72.332312,Total,2024-11
Osaka,6013.622232,Total,2024-11
Oslo,255.075116,Total,2024-11
Paris,2311.194705,Total,2024-11
Qingdao,2306.378071,Total,2024-11
Rome,738.607833,Total,2024-11
"San Francisco",3782.035848,Total,2024-11
Santiago,945.587688,Total,2024-11
Seattle,1990.737045,Total,2024-11
Seoul,9456.108016,Total,2024-11
Shanghai,34874.683755,Total,2024-11
Stockholm,146.932858,Total,2024-11
Sydney,1424.425747,Total,2024-11
Tokyo,14796.478607,Total,2024-11
Washington,3442.987271,Total,2024-11
Amsterdam,109.542899,Aviation,2024-12
Bangkok,40.127056,Aviation,2024-12
Barcelona,20.750211,Aviation,2024-12
Beijing,288.255644,Aviation,2024-12
Berlin,46.314516,Aviation,2024-12
Bogota,32.887746,Aviation,2024-12
"Cape Town",42.119273,Aviation,2024-12
Chengdu,149.490704,Aviation,2024-12
Chicago,404.945834,Aviation,2024-12
Chongqing,167.400009,Aviation,2024-12
Copenhagen,6.566985,Aviation,2024-12
Hangzhou,99.483468,Aviation,2024-12
Helsinki,6.486321,Aviation,2024-12
Houston,167.612684,Aviation,2024-12
Istanbul,79.014562,Aviation,2024-12
Jinan,50.867772,Aviation,2024-12
London,245.126672,Aviation,2024-12
"Los Angeles",457.250012,Aviation,2024-12
Lyon,0.996667,Aviation,2024-12
Madrid,134.705177,Aviation,2024-12
Marseille,1.927552,Aviation,2024-12
Melbourne,48.980311,Aviation,2024-12
"Mexico City",29.959017,Aviation,2024-12
Miami,211.359407,Aviation,2024-12
Milan,17.411702,Aviation,2024-12
Moscow,43.265649,Aviation,2024-12
Munich,4.028843,Aviation,2024-12
Nanjing,50.816346,Aviation,2024-12
"New Delhi",95.565060,Aviation,2024-12
"New York",415.852315,Aviation,2024-12
Nice,2.483127,Aviation,2024-12
Osaka,66.477543,Aviation,2024-12
Oslo,3.396619,Aviation,2024-12
Paris,79.214746,Aviation,2024-12
Qingdao,59.551042,Aviation,2024-12
Rome,37.134110,Aviation,2024-12
"San Francisco",145.934615,Aviation,2024-12
Santiago,57.224223,Aviation,2024-12
Seattle,153.234239,Aviation,2024-12
Seoul,57.836632,Aviation,2024-12
Shanghai,217.152866,Aviation,2024-12
Stockholm,9.166905,Aviation,2024-12
Sydney,70.682320,Aviation,2024-12
Tokyo,180.095817,Aviation,2024-12
Total,4862.846881,Aviation,2024-12
Washington,254.151657,Aviation,2024-12
Amsterdam,176.336704,"Ground Transport",2024-12
Bangkok,556.549343,"Ground Transport",2024-12
Barcelona,104.966794,"Ground Transport",2024-12
Beijing,1581.438518,"Ground Transport",2024-12
Berlin,145.828416,"Ground Transport",2024-12
Bogota,214.914140,"Ground Transport",2024-12
"Cape Town",174.762360,"Ground Transport",2024-12
Chengdu,495.970226,"Ground Transport",2024-12
Chicago,941.966964,"Ground Transport",2024-12
Chongqing,1136.910877,"Ground Transport",2024-12
Copenhagen,59.092704,"Ground Transport",2024-12
Hangzhou,695.358821,"Ground Transport",2024-12
Helsinki,74.903024,"Ground Transport",2024-12
Houston,648.279699,"Ground Transport",2024-12
Istanbul,465.801440,"Ground Transport",2024-12
Jinan,281.036942,"Ground Transport",2024-12
London,588.333041,"Ground Transport",2024-12
"Los Angeles",2000.858945,"Ground Transport",2024-12
Lyon,26.524732,"Ground Transport",2024-12
Madrid,291.648385,"Ground Transport",2024-12
Marseille,24.239391,"Ground Transport",2024-12
Melbourne,454.204975,"Ground Transport",2024-12
"Mexico City",624.868646,"Ground Transport",2024-12
Miami,554.937698,"Ground Transport",2024-12
Milan,47.673525,"Ground Transport",2024-12
Moscow,194.778718,"Ground Transport",2024-12
Munich,52.431368,"Ground Transport",2024-12
Nanjing,581.115334,"Ground Transport",2024-12
"New Delhi",153.585660,"Ground Transport",2024-12
"New York",1285.311914,"Ground Transport",2024-12
Nice,14.495919,"Ground Transport",2024-12
Osaka,602.675700,"Ground Transport",2024-12
Oslo,11.284593,"Ground Transport",2024-12
Paris,310.612104,"Ground Transport",2024-12
Qingdao,427.052478,"Ground Transport",2024-12
Rome,156.117155,"Ground Transport",2024-12
"San Francisco",579.391846,"Ground Transport",2024-12
Santiago,337.567658,"Ground Transport",2024-12
Seattle,553.370730,"Ground Transport",2024-12
Seoul,938.222129,"Ground Transport",2024-12
Shanghai,1389.920078,"Ground Transport",2024-12
Stockholm,43.258259,"Ground Transport",2024-12
Sydney,327.177584,"Ground Transport",2024-12
Tokyo,975.402170,"Ground Transport",2024-12
Total,22075.066876,"Ground Transport",2024-12
Washington,773.889177,"Ground Transport",2024-12
Amsterdam,558.371390,Industry,2024-12
Bangkok,860.192424,Industry,2024-12
Barcelona,184.597632,Industry,2024-12
Beijing,6737.392301,Industry,2024-12
Berlin,187.760892,Industry,2024-12
Bogota,204.012244,Industry,2024-12
"Cape Town",760.314413,Industry,2024-12
Chengdu,4213.100506,Industry,2024-12
Chicago,3577.584137,Industry,2024-12
Chongqing,4816.377940,Industry,2024-12
Copenhagen,83.085945,Industry,2024-12
Hangzhou,3098.849642,Industry,2024-12
Helsinki,106.895556,Industry,2024-12
Houston,1948.811793,Industry,2024-12
Istanbul,775.150470,Industry,2024-12
Jinan,1761.883621,Industry,2024-12
London,563.549552,Industry,2024-12
"Los Angeles",3993.256491,Industry,2024-12
Lyon,41.039232,Industry,2024-12
Madrid,280.455559,Industry,2024-12
Marseille,42.149949,Industry,2024-12
Melbourne,805.015103,Industry,2024-12
"Mexico City",1137.151774,Industry,2024-12
Miami,1027.465534,Industry,2024-12
Milan,45.340276,Industry,2024-12
Moscow,967.743539,Industry,2024-12
Munich,67.859108,Industry,2024-12
Nanjing,4417.135423,Industry,2024-12
"New Delhi",456.908171,Industry,2024-12
"New York",2989.831513,Industry,2024-12
Nice,25.014821,Industry,2024-12
Osaka,2171.457371,Industry,2024-12
Oslo,240.232932,Industry,2024-12
Paris,465.164659,Industry,2024-12
Qingdao,1242.299974,Industry,2024-12
Rome,117.562553,Industry,2024-12
"San Francisco",1425.203084,Industry,2024-12
Santiago,316.733359,Industry,2024-12
Seattle,660.652230,Industry,2024-12
Seoul,2490.609745,Industry,2024-12
Shanghai,28548.134136,Industry,2024-12
Stockholm,63.287801,Industry,2024-12
Sydney,821.377054,Industry,2024-12
Tokyo,4270.182607,Industry,2024-12
Total,90754.253890,Industry,2024-12
Washington,1187.059458,Industry,2024-12
Amsterdam,25.346143,Power,2024-12
Bangkok,7.169943,Power,2024-12
Barcelona,110.150674,Power,2024-12
Beijing,2832.994130,Power,2024-12
Berlin,284.194280,Power,2024-12
Bogota,1.114337,Power,2024-12
"Cape Town",0.085912,Power,2024-12
Chengdu,990.226647,Power,2024-12
Chicago,1668.022065,Power,2024-12
Chongqing,5913.429475,Power,2024-12
Copenhagen,20.299424,Power,2024-12
Hangzhou,712.981448,Power,2024-12
Helsinki,269.382153,Power,2024-12
Houston,2302.915308,Power,2024-12
Istanbul,68.132244,Power,2024-12
Jinan,4072.747907,Power,2024-12
London,104.829474,Power,2024-12
"Los Angeles",1501.663780,Power,2024-12
Lyon,8.547053,Power,2024-12
Madrid,8.579204,Power,2024-12
Marseille,0.000000,Power,2024-12
Melbourne,76.535331,Power,2024-12
"Mexico City",648.453047,Power,2024-12
Miami,509.246109,Power,2024-12
Milan,88.174030,Power,2024-12
Moscow,4692.150048,Power,2024-12
Munich,210.644153,Power,2024-12
Nanjing,3401.490263,Power,2024-12
"New Delhi",361.258456,Power,2024-12
"New York",2599.432713,Power,2024-12
Nice,0.000000,Power,2024-12
Osaka,2533.854282,Power,2024-12
Oslo,0.590322,Power,2024-12
Paris,51.824815,Power,2024-12
Qingdao,256.623948,Power,2024-12
Rome,13.143844,Power,2024-12
"San Francisco",846.763392,Power,2024-12
Santiago,108.445308,Power,2024-12
Seattle,63.392685,Power,2024-12
Seoul,3565.837273,Power,2024-12
Shanghai,3960.493962,Power,2024-12
Stockholm,9.606750,Power,2024-12
Sydney,60.207993,Power,2024-12
Tokyo,8810.582678,Power,2024-12
Total,53897.854496,Power,2024-12
Washington,126.291507,Power,2024-12
Amsterdam,395.068319,Residential,2024-12
Bangkok,428.852295,Residential,2024-12
Barcelona,302.057552,Residential,2024-12
Beijing,1675.700261,Residential,2024-12
Berlin,931.376090,Residential,2024-12
Bogota,76.629566,Residential,2024-12
"Cape Town",71.657509,Residential,2024-12
Chengdu,1084.278917,Residential,2024-12
Chicago,2059.098157,Residential,2024-12
Chongqing,2273.229355,Residential,2024-12
Copenhagen,78.175952,Residential,2024-12
Hangzhou,704.826712,Residential,2024-12
Helsinki,74.970141,Residential,2024-12
Houston,1211.156476,Residential,2024-12
Istanbul,1055.451828,Residential,2024-12
Jinan,530.048150,Residential,2024-12
London,1517.083483,Residential,2024-12
"Los Angeles",4049.933881,Residential,2024-12
Lyon,155.721060,Residential,2024-12
Madrid,509.268082,Residential,2024-12
Marseille,127.622712,Residential,2024-12
Melbourne,113.760416,Residential,2024-12
"Mexico City",885.763031,Residential,2024-12
Miami,1267.006361,Residential,2024-12
Milan,242.552578,Residential,2024-12
Moscow,1971.733830,Residential,2024-12
Munich,340.320749,Residential,2024-12
Nanjing,652.401775,Residential,2024-12
"New Delhi",353.989130,Residential,2024-12
"New York",3448.917649,Residential,2024-12
Nice,35.589483,Residential,2024-12
Osaka,2243.122160,Residential,2024-12
Oslo,12.631785,Residential,2024-12
Paris,1721.583069,Residential,2024-12
Qingdao,514.457641,Residential,2024-12
Rome,516.644716,Residential,2024-12
"San Francisco",1298.224897,Residential,2024-12
Santiago,117.201919,Residential,2024-12
Seattle,757.394322,Residential,2024-12
Seoul,3988.297332,Residential,2024-12
Shanghai,1838.759491,Residential,2024-12
Stockholm,17.634233,Residential,2024-12
Sydney,114.724870,Residential,2024-12
Tokyo,4801.369172,Residential,2024-12
Total,48041.992593,Residential,2024-12
Washington,1475.705517,Residential,2024-12
Amsterdam,1264.665457,Total,2024-12
Bangkok,1892.891062,Total,2024-12
Barcelona,722.522859,Total,2024-12
Beijing,13115.780854,Total,2024-12
Berlin,1595.474197,Total,2024-12
Bogota,529.558038,Total,2024-12
"Cape Town",1048.939467,Total,2024-12
Chengdu,6933.067001,Total,2024-12
Chicago,8651.617159,Total,2024-12
Chongqing,14307.347652,Total,2024-12
Copenhagen,247.221015,Total,2024-12
Hangzhou,5311.500093,Total,2024-12
Helsinki,532.637198,Total,2024-12
Houston,6278.775961,Total,2024-12
Istanbul,2443.550540,Total,2024-12
Jinan,6696.584401,Total,2024-12
London,3018.922219,Total,2024-12
"Los Angeles",12002.963101,Total,2024-12
Lyon,232.828742,Total,2024-12
Madrid,1224.656409,Total,2024-12
Marseille,195.939600,Total,2024-12
Melbourne,1498.496136,Total,2024-12
"Mexico City",3326.195521,Total,2024-12
Miami,3570.015100,Total,2024-12
Milan,441.152113,Total,2024-12
Moscow,7869.671786,Total,2024-12
Munich,675.284222,Total,2024-12
Nanjing,9102.959140,Total,2024-12
"New Delhi",1421.306476,Total,2024-12
"New York",10739.346104,Total,2024-12
Nice,77.583350,Total,2024-12
Osaka,7617.587050,Total,2024-12
Oslo,268.136252,Total,2024-12
Paris,2628.399384,Total,2024-12
Qingdao,2499.985082,Total,2024-12
Rome,840.602377,Total,2024-12
"San Francisco",4295.517823,Total,2024-12
Santiago,937.172471,Total,2024-12
Seattle,2188.044204,Total,2024-12
Seoul,11040.803110,Total,2024-12
Shanghai,35954.460540,Total,2024-12
Stockholm,142.953946,Total,2024-12
Sydney,1394.169824,Total,2024-12
Tokyo,19037.632443,Total,2024-12
Washington,3817.097308,Total,2024-12
